430	6656	41579
431	6561	41685
432	6463	41769
433	6366	41861
434	6269	41960
435	6171	42044
436	6074	42134
437	5976	42220
438	5878	42308
439	5781	42398
440	5684	42488
441	5587	42581
442	5491	42680
443	5394	42769
444	5299	42875
445	5203	42973
446	5106	43063
447	5010	43167
448	4912	43247
449	4815	43340
450	4722	43469
451	4627	43573
452	4531	43673
453	4434	43768
454	4338	43871
455	4240	43948
456	4143	44039
457	4046	44122
458	3949	44215
459	3853	44315
460	3756	44405
461	3658	44485
462	3562	44580
463	3466	44684
464	3370	44782
465	3275	44890
466	3178	44977
467	3082	45076
468	2985	45172
469	2889	45273
470	2793	45368
471	2696	45463
472	2601	45567
473	2504	45656
474	2408	45752
475	2312	45859
476	2215	45950
477	2119	46042
478	2022	46126
479	1925	46216
480	1829	46303
481	1732	46383
482	1636	46481
483	1539	46573
484	1443	46664
485	1346	46760
486	1251	46898
487	1157	47061
488	1060	47165
489	964	47252
490	867	47353
491	771	47446
492	675	47551
493	578	47638
494	482	47727
495	385	47830
496	289	47933
497	192	48033
498	96	48137
499	0	48227
